dates,PCE,PCEcore,CPI,GDPD,PCEtrim,CPItrim,CPImedian,CPIsticky,CPIcoresticky,SPFcpi10Y,SPFcpi1Y,SPFpce1Y,SPFgdpd1Y
715876,-0.661825552211326,0.28183900076737,-1.63320882645017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
715907,1.24980865946132,2.25233217627618,1.63320882645017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
715936,0.661136804700568,0.140630493539362,0,1.59787163215146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
715967,4.39829447795539,2.17766780090631,5.29262944479605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
715997,1.24325817867419,1.89346385309648,1.21806811338239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716028,0.51155568510115,0.770555468525025,1.62216989893729,1.01351405574874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716058,2.11698202545669,2.09900350876211,-2.43407791367147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716089,2.04044501703606,1.74636931599377,2.43407791367147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716120,0.727890353508087,0.907108634560494,0,1.37138867001845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716150,1.3817764624843,0.697309566951176,5.66038785376648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716181,3.99093338378709,3.20241531359891,1.20947431706888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716211,0.28973260236107,-0.347674926378261,1.20825652094041,1.17516647767317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716242,0.144840072596431,0.27814799915955,1.2070411746965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716273,1.15809165149798,1.18141025902609,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716301,-0.651289025485013,0.416690784903473,0,0.861192845068892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716332,-0.724069291261742,1.6653177184077,-1.2070411746965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716362,0.651682019335276,1.52451368890514,1.2070411746965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716393,0.578975947543903,1.79920453519564,0,0.930871321448024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716423,2.60194042794843,1.86555385205391,3.21285332485957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716454,1.0103440577609,1.24209326788343,0.801871062246917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716485,1.36982201182505,2.41150714176666,1.60213641956322,1.02384055421698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716515,-0.144118177078134,0.412915069738951,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716546,0.0720612520854758,0.206404266197069,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
